date,value
2025-01-24,10444.2
2025-01-25,10400.0
2025-01-26,10344.0
2025-01-27,10333.0
2025-01-28,10317.0
2025-01-29,10298.0
2025-01-30,10280.0
2025-01-31,10254.0
2025-02-01,10172.0
2025-02-02,10151.0
2025-02-03,10113.0
2025-02-04,10080.0
2025-02-05,10057.0
2025-02-06,10080.0
2025-02-07,10067.0
2025-02-08,10066.0
2025-02-09,10065.0
2025-02-10,10079.0
2025-02-11,10115.0
2025-02-12,10160.0
2025-02-13,10171.0
2025-02-14,10200.0
2025-02-15,10228.0
2025-02-16,10258.0
2025-02-17,10277.0
2025-02-18,10267.0
2025-02-19,10255.0
2025-02-20,10259.0
2025-02-21,10249.0
2025-02-22,10220.0
2025-02-23,10172.0
2025-02-24,10144.0
2025-02-25,10108.0
2025-02-26,10055.0
2025-02-27,10071.0
2025-02-28,10058.0
2025-03-01,10028.0
2025-03-02,9986.0
2025-03-03,9960.0
2025-03-04,9961.0
2025-03-05,9927.0
2025-03-06,9924.0
2025-03-07,9927.0
2025-03-08,9901.0
2025-03-09,9887.0
2025-03-10,9855.0
2025-03-11,9797.0
2025-03-12,9794.0
2025-03-13,9803.0
2025-03-14,9780.0
2025-03-15,9754.0
2025-03-16,9732.0
2025-03-17,9710.0
2025-03-18,9691.0
2025-03-19,9657.0
2025-03-20,9631.0
2025-03-21,9628.0
2025-03-22,9710.0
2025-03-23,9693.0
2025-03-24,9672.0
2025-03-25,9649.0
2025-03-26,9641.0
2025-03-27,9614.0
2025-03-28,9704.0
2025-03-29,9726.0
2025-03-30,9720.0
2025-03-31,9668.0
2025-04-01,9601.0
2025-04-02,9623.0
2025-04-03,9588.0
2025-04-04,9553.0
2025-04-05,9541.0
2025-04-06,9521.0
2025-04-07,9519.0
2025-04-08,9589.0
2025-04-09,9557.0
2025-04-10,9533.0
2025-04-11,9507.0
2025-04-12,9490.0
2025-04-13,9483.0
2025-04-14,9464.0
2025-04-15,9452.0
2025-04-16,9428.0
2025-04-17,9432.0
2025-04-18,9418.0
2025-04-19,9400.0
2025-04-20,9388.0
2025-04-21,9379.0
2025-04-22,9354.0
2025-04-23,9356.0
2025-04-24,9343.0
2025-04-25,9338.0
2025-04-26,9330.0
2025-04-27,9323.0
2025-04-28,9305.0
2025-04-29,9306.0
2025-04-30,9294.0
2025-05-01,9250.0
2025-05-02,9247.0
2025-05-03,9226.0
2025-05-04,9207.0
2025-05-05,9193.0
2025-05-06,9196.0
2025-05-07,9194.0
2025-05-08,9184.0
2025-05-09,9190.0
2025-05-10,9191.0
2025-05-11,9193.0
2025-05-12,9178.0
2025-05-13,9165.0
2025-05-14,9173.0
2025-05-15,9174.0
2025-05-16,9175.0
2025-05-17,9171.0
2025-05-18,9157.0
2025-05-19,9158.0
2025-05-20,9156.0
2025-05-21,9153.0
2025-05-22,9145.0
2025-05-23,9176.0
2025-05-24,9175.0
2025-05-25,9162.0
2025-05-26,9163.0
2025-05-27,9169.0
2025-05-28,9177.0
2025-05-29,9175.0
2025-05-30,9183.0
2025-05-31,9170.0
2025-06-01,9134.0
2025-06-02,9107.0
2025-06-03,9089.0
2025-06-04,9056.0
2025-06-05,9063.0
2025-06-06,9059.0
2025-06-07,9074.0
2025-06-08,9066.0
2025-06-09,9072.0
2025-06-10,9076.0
2025-06-11,9093.0
2025-06-12,9085.0
2025-06-13,9085.0
2025-06-14,9082.0
2025-06-15,9080.0
2025-06-16,9082.0
2025-06-17,9064.0
2025-06-18,9062.0
2025-06-19,9047.0
2025-06-20,9057.0
2025-06-21,9065.0
2025-06-22,9090.0
2025-06-23,9128.0
2025-06-24,9101.0
2025-06-25,9065.0
2025-06-26,9036.0
2025-06-27,9006.0
2025-06-28,8996.0
2025-06-29,8985.0
2025-06-30,8952.0
2025-07-01,8925.0
2025-07-02,8900.0
2025-07-03,8863.0
2025-07-04,8854.0
2025-07-05,8877.0
2025-07-06,8903.0
2025-07-07,8891.0
2025-07-08,8863.0
2025-07-09,8869.0
2025-07-10,8867.0
2025-07-11,8908.0
2025-07-12,8921.0
2025-07-13,8906.0
2025-07-14,8909.0
2025-07-15,8898.0
2025-07-16,8888.0
2025-07-17,8895.0
2025-07-18,8880.0
2025-07-19,8871.0
2025-07-20,8863.0
2025-07-21,8864.0
2025-07-22,8832.0
2025-07-23,8834.0
2025-07-24,8891.0
2025-07-25,8923.0
2025-07-26,8938.0
2025-07-27,8965.0
2025-07-28,8971.0
2025-07-29,8992.0
2025-07-30,8991.0
2025-07-31,8959.0
2025-08-01,8898.0
2025-08-02,8873.0
2025-08-03,8846.0
2025-08-04,8827.0
2025-08-05,8775.0
2025-08-06,8770.0
2025-08-07,8748.0
2025-08-08,8742.0
2025-08-09,8789.0
2025-08-10,8808.0
2025-08-11,8804.0
2025-08-12,8829.0
2025-08-13,8832.0
2025-08-14,8808.0
2025-08-15,8778.0
2025-08-16,8764.0
2025-08-17,8750.0
2025-08-18,8741.0
2025-08-19,8731.0
2025-08-20,8716.0
2025-08-21,8720.0
2025-08-22,8707.0
2025-08-23,8710.0
2025-08-24,8703.0
2025-08-25,8711.0
2025-08-26,8713.0
2025-08-27,8712.0
2025-08-28,8720.0
2025-08-29,8727.0
2025-08-30,8724.0
2025-08-31,8727.0
2025-09-01,8684.0
2025-09-02,8681.0
2025-09-03,8664.0
2025-09-04,8658.0
2025-09-05,8648.0
2025-09-06,8656.0
2025-09-07,8653.0
2025-09-08,8647.0
2025-09-09,8651.0
2025-09-10,8634.0
2025-09-11,8641.0
2025-09-12,8629.0
2025-09-13,8626.0
2025-09-14,8620.0
2025-09-15,8612.0
2025-09-16,8611.0
2025-09-17,8613.0
2025-09-18,8611.0
2025-09-19,8612.0
2025-09-20,8636.0
2025-09-21,8642.0
2025-09-22,8640.0
2025-09-23,8648.0
2025-09-24,8654.0
2025-09-25,8675.0
2025-09-26,8684.0
2025-09-27,8685.0
2025-09-28,8686.0
2025-09-29,8690.0
2025-09-30,8687.0
2025-10-01,8658.0
2025-10-02,8652.0
2025-10-03,8664.0
2025-10-04,8648.0
2025-10-05,8636.0
2025-10-06,8650.0
2025-10-07,8653.0
2025-10-08,8661.0
